9a142ebb66cc2fdfeb30f86260c9cfe6120f920e,DELETE,regular-file,immediate-security-cleanup.sh,1277,
a45874504e3c931b9d56c7dda0713aff01cfc749,DELETE,regular-file,pre-commit-security-check.sh,1242,
